,AAPL,MSFT,JPM,XOM,JNJ,NVDA,ORCL,GOOGL,VZ,DIS,AMZN,HD,MCD,NKE,PG,KO,WMT,UNH,PFE,MRK,BAC,GS,CAT,HON,UPS,CVX,SHW,NEE,AMT,EWJ,CASH
2022-01-28,0.006526844,0.0068192347,0.028819574,0.04696237,0.022456001,0.06666667,0.02112139,0.031466067,0.037208833,0.02052196,0.066050924,0.027714776,0.019298228,0.043232903,0.031711835,0.06666667,0.058392264,0.02552572,0.020562852,0.026980832,0.04301419,0.022475664,0.027782526,0.019262068,0.033774205,0.04891635,0.036675278,0.01078369,0.04572749,0.022421049,0.014461545
2022-01-31,0.008788087,0.0055799657,0.027104676,0.04509244,0.024387429,0.06666667,0.028748343,0.025448242,0.028437119,0.0189183,0.06666667,0.029218981,0.013328448,0.043786738,0.028983412,0.062164027,0.056071002,0.026610402,0.018807888,0.02328863,0.037214294,0.02964815,0.03572729,0.019144325,0.03694977,0.04966242,0.03637508,0.014288175,0.0537783,0.018899687,0.020215057
2022-02-01,0.010492536,0.0074672396,0.026282644,0.043874804,0.033012416,0.06666667,0.03447281,0.02279862,0.028417965,0.02095452,0.059395753,0.028086204,0.013742193,0.036703493,0.03481759,0.04326526,0.05679577,0.026603438,0.018712455,0.023493955,0.031756308,0.031819914,0.036572177,0.018451896,0.03761932,0.045920253,0.040615898,0.018822124,0.056930013,0.020059455,0.025376316
2022-02-02,0.013190278,0.005692217,0.029734014,0.0367704,0.034169514,0.06666667,0.048754424,0.024113799,0.03162951,0.023301644,0.040409226,0.026239023,0.009369959,0.037757616,0.04897942,0.027283236,0.06666667,0.027704468,0.01329877,0.020988284,0.031005424,0.03554592,0.029711105,0.019776598,0.0463367,0.035519212,0.039895855,0.018631533,0.06666667,0.015890831,0.02830102
2022-02-03,0.014130932,0.00813659,0.024890272,0.038272303,0.036329545,0.06666667,0.053445384,0.02090278,0.03128197,0.022886915,0.04002487,0.021865996,0.008102951,0.03497287,0.05916605,0.019170849,0.06666667,0.02274684,0.012730467,0.01811137,0.026880072,0.033628043,0.034906734,0.015844738,0.046226464,0.03706417,0.04327713,0.026588358,0.06666667,0.015550381,0.032864958
2022-02-04,0.010367339,0.01290281,0.018752156,0.04464999,0.030970976,0.05462897,0.048335344,0.020381125,0.026651578,0.01900567,0.057551455,0.021267716,0.010482744,0.032278046,0.057271905,0.016067572,0.0644885,0.022791844,0.01553012,0.015204012,0.022708178,0.027110348,0.05639123,0.012467575,0.038170107,0.04995566,0.04509459,0.022848459,0.06666667,0.023257907,0.035749417
2022-02-07,0.0153476,0.013502525,0.027523031,0.036587257,0.043352753,0.048982292,0.048619356,0.028518923,0.022625292,0.017668769,0.05357003,0.024985896,0.00809699,0.024945114,0.05753316,0.021731745,0.0618212,0.025963731,0.02014678,0.017349554,0.019761665,0.023856921,0.038714617,0.017036106,0.040161327,0.048015896,0.049384017,0.019575233,0.061185256,0.023144446,0.040292524
2022-02-08,0.01542823,0.0137449615,0.027371284,0.03960927,0.045012824,0.050158817,0.048644874,0.02753194,0.02205634,0.01678268,0.05650325,0.026380336,0.009295134,0.02372758,0.051644154,0.025374983,0.0505287,0.028248433,0.020066993,0.020047922,0.023543628,0.026209634,0.034955777,0.018969018,0.04016586,0.049066015,0.04822008,0.019253135,0.057893094,0.024440447,0.03912461
2022-02-09,0.018714305,0.02015082,0.031772707,0.039613646,0.04860794,0.03572486,0.05067767,0.030619642,0.019232221,0.014248633,0.056217045,0.028206777,0.012136363,0.022537846,0.05299728,0.027910398,0.038841035,0.027806018,0.025911823,0.019808184,0.021490464,0.025382694,0.0380505,0.02123503,0.040938433,0.04649975,0.05353299,0.019405898,0.04561807,0.027592136,0.038518824
2022-02-10,0.01942812,0.024252245,0.03046616,0.03622652,0.046923038,0.030908879,0.05379774,0.025556734,0.028736196,0.019371806,0.044104706,0.02728455,0.020223988,0.023825562,0.052757278,0.02466112,0.02292401,0.02973774,0.02321104,0.02254423,0.028386893,0.032378353,0.037825722,0.023233144,0.04352071,0.040398158,0.048036348,0.023866238,0.04365318,0.034640983,0.037118614
2022-02-11,0.015810875,0.024412902,0.03473621,0.040930808,0.04520057,0.030284226,0.048613027,0.029087812,0.027913945,0.018451167,0.048280478,0.024316093,0.03389479,0.02364296,0.054138917,0.03527711,0.01544239,0.027545864,0.027628934,0.025780357,0.030244175,0.024229089,0.03838295,0.023482408,0.044669468,0.045596857,0.047366254,0.015069399,0.030909156,0.036867008,0.031793803
2022-02-14,0.013587587,0.025526714,0.027984716,0.051057458,0.028453443,0.037320394,0.037329353,0.023772003,0.031254526,0.020286057,0.06666667,0.028693818,0.032860436,0.024430815,0.051357623,0.045361005,0.020800179,0.025563741,0.021072438,0.021794487,0.033504926,0.020755637,0.038240273,0.017169228,0.03566399,0.0556106,0.045852773,0.017475761,0.03371005,0.04069477,0.026148533
2022-02-15,0.014975136,0.025217412,0.026633063,0.04496175,0.026046813,0.030814178,0.036382936,0.022830864,0.032385685,0.023071345,0.060356565,0.02831415,0.05053364,0.02733089,0.049083017,0.052957714,0.01836899,0.026495112,0.025839638,0.02403261,0.035983916,0.020596892,0.037728038,0.019081699,0.036210116,0.057319712,0.03593862,0.017944712,0.0301907,0.03282087,0.029553212
2022-02-16,0.016198805,0.020091023,0.028439771,0.037574798,0.03006336,0.02662625,0.038697142,0.022191495,0.039787926,0.030250808,0.041118674,0.026302952,0.06666667,0.030397164,0.038515612,0.052952338,0.011329106,0.036333278,0.031013971,0.029511873,0.042236213,0.025572333,0.033286195,0.026889,0.043054834,0.04410305,0.027948027,0.019762363,0.02596929,0.027739076,0.029376611
2022-02-17,0.014990405,0.022455199,0.02760195,0.040847912,0.03145838,0.024874628,0.036397457,0.022723088,0.036394354,0.02664233,0.043551918,0.026845355,0.06666667,0.030450093,0.037933774,0.060151715,0.010172309,0.035884418,0.036006026,0.030573955,0.040226907,0.022943532,0.0329857,0.027972385,0.04284847,0.04329933,0.029587124,0.018774081,0.023540774,0.028868683,0.026331088
2022-02-18,0.0122253345,0.022064783,0.027293274,0.054740004,0.031851973,0.025144346,0.034263086,0.027375847,0.025178902,0.024655774,0.05361304,0.02401678,0.06666667,0.029806476,0.044420484,0.054296568,0.013531364,0.0335076,0.04587927,0.024860153,0.027705973,0.0139379185,0.046351254,0.021599336,0.03877798,0.049736373,0.035739508,0.015393956,0.021522526,0.02850091,0.025342535
2022-02-22,0.014263938,0.02355569,0.028093558,0.05111944,0.034858085,0.024139112,0.03399133,0.028767092,0.023976967,0.027339838,0.052724812,0.021997914,0.06666667,0.029698242,0.044842087,0.045795243,0.01506592,0.033674218,0.052625567,0.024822114,0.028595028,0.013881509,0.048864424,0.020540783,0.036818977,0.048659194,0.032825876,0.016024293,0.020720942,0.025404885,0.029646255
2022-02-23,0.01480577,0.037189543,0.027146524,0.05983649,0.033851083,0.018982148,0.0306515,0.02412456,0.022669166,0.02366297,0.06482509,0.02328257,0.06666667,0.022412226,0.038141295,0.038285557,0.015320209,0.029998379,0.048254322,0.022996286,0.028289873,0.01667564,0.066547275,0.016999643,0.026623428,0.056253716,0.031021893,0.01668366,0.017599344,0.029813705,0.03038947
2022-02-24,0.013379833,0.035051897,0.024511147,0.06147696,0.027300203,0.021815775,0.027310003,0.022693451,0.022674909,0.022311803,0.06666667,0.02934195,0.0653656,0.023176737,0.033258647,0.04440249,0.019063404,0.02931808,0.044688437,0.022746697,0.032243866,0.019701827,0.06666667,0.017277751,0.021292344,0.06374112,0.027408948,0.01647012,0.02035158,0.02993343,0.028357664
2022-02-25,0.011408637,0.03598505,0.023616506,0.04624146,0.03232183,0.022505954,0.03069307,0.017941061,0.030627927,0.026570952,0.05457386,0.034035664,0.06666667,0.023008494,0.030305685,0.039853636,0.015923379,0.031155335,0.041202858,0.031284172,0.037754077,0.028675053,0.06090253,0.023011805,0.018641353,0.059215967,0.022317031,0.016733468,0.023994816,0.031432953,0.03139876
2022-02-28,0.017848497,0.038282827,0.023868518,0.04352035,0.041171607,0.02284855,0.034662247,0.019342454,0.034097414,0.03217205,0.045240115,0.030593116,0.06666667,0.023913171,0.035042915,0.022970384,0.018452974,0.03399048,0.038346745,0.028984852,0.03118698,0.028750142,0.05659837,0.019120699,0.02063193,0.040978283,0.027295813,0.020004185,0.024984878,0.040594056,0.03783873
2022-03-01,0.013527506,0.047165684,0.02128054,0.05180496,0.041106317,0.02987911,0.035273615,0.018451953,0.027280381,0.022771344,0.043372057,0.032083686,0.06666667,0.021401143,0.042922355,0.023908667,0.029240128,0.026605602,0.02599097,0.0289449,0.024226451,0.025394982,0.053031333,0.016471922,0.018119888,0.04545174,0.035544485,0.018813696,0.031796623,0.04600286,0.035468437
2022-03-02,0.010349763,0.046777274,0.018963233,0.057442866,0.03618605,0.039114904,0.033938583,0.016529879,0.027033374,0.020397868,0.047880765,0.029106477,0.06248991,0.0210272,0.049899783,0.023065707,0.041794665,0.020151744,0.02001673,0.026642403,0.023400754,0.023224687,0.053655423,0.012053934,0.017102977,0.04913481,0.03916768,0.018728323,0.036704507,0.0444071,0.03361063
2022-03-03,0.009611373,0.03921106,0.018201504,0.0461114,0.04409947,0.05102969,0.035617445,0.015441335,0.04210685,0.03152313,0.03316568,0.022822687,0.06666667,0.02335111,0.049112715,0.015404357,0.037434645,0.027656514,0.018631693,0.02995581,0.025161562,0.023125373,0.043106113,0.0125148585,0.022795692,0.035110958,0.040500432,0.023643922,0.033327132,0.048326015,0.035232805
2022-03-04,0.009769008,0.04578802,0.017370906,0.059107605,0.038870778,0.052440956,0.035442993,0.01445254,0.036622852,0.02570069,0.034159344,0.02150737,0.047742885,0.022784417,0.05048335,0.0117147,0.050094444,0.025303084,0.016173694,0.025350522,0.019733455,0.023894664,0.053676505,0.009526572,0.023721918,0.033556353,0.04875673,0.028460104,0.031953774,0.052420862,0.0334189
2022-03-07,0.008854988,0.040933646,0.01633315,0.06666667,0.03400532,0.058197625,0.033918645,0.013779957,0.03382627,0.02243032,0.0384906,0.02191065,0.036540944,0.023973184,0.04944318,0.010903676,0.06666667,0.023807801,0.015530165,0.021525998,0.014980469,0.02209949,0.059690706,0.007614511,0.02498977,0.03421351,0.0545591,0.031698175,0.032494843,0.047884144,0.03203582
2022-03-08,0.0073159803,0.040271003,0.014328621,0.06666667,0.024915678,0.06666667,0.027476916,0.0136092175,0.031415038,0.01735487,0.04809122,0.030557955,0.028062886,0.02462444,0.04756519,0.014055515,0.06666667,0.02396805,0.012180136,0.017963702,0.014159036,0.020616662,0.056325793,0.0068292385,0.021288516,0.041107144,0.059193086,0.033325817,0.03982439,0.058553204,0.025020696
2022-03-09,0.0068062767,0.038725153,0.016348049,0.05870669,0.027396373,0.06666667,0.02623395,0.014822642,0.042012587,0.018500535,0.038879097,0.03286287,0.0330049,0.026286189,0.04767244,0.013207457,0.06666667,0.025262235,0.011675768,0.02116887,0.017650163,0.02400045,0.047129065,0.00775781,0.021472018,0.03591738,0.05560601,0.029320689,0.042329896,0.06273368,0.023177419
2022-03-10,0.008056498,0.023905009,0.017270949,0.04036424,0.030078044,0.06003524,0.030607618,0.013829952,0.049652185,0.022677409,0.027639937,0.038972862,0.034446668,0.033756655,0.03261536,0.0111180665,0.06584236,0.038563956,0.01508853,0.020088198,0.018797614,0.0415879,0.054591395,0.011378867,0.026044857,0.028440192,0.04282282,0.03967325,0.04604149,0.051526207,0.024485674
2022-03-11,0.007138959,0.02114993,0.01989508,0.045672104,0.039312556,0.06666667,0.03081727,0.015397705,0.050478715,0.024021285,0.02744923,0.035075445,0.027164368,0.026851004,0.029777782,0.011796714,0.056820124,0.043540247,0.01390587,0.02175147,0.018627685,0.0379538,0.05065844,0.011943444,0.028177425,0.029082436,0.051302265,0.036863204,0.04092054,0.05762122,0.022167014
2022-03-14,0.006342775,0.01874452,0.020648737,0.054342385,0.040706467,0.06666667,0.029313978,0.015678177,0.050794818,0.023737587,0.031356584,0.029200025,0.023498455,0.02582279,0.02315892,0.012754733,0.048899107,0.046514735,0.012522467,0.025748687,0.024262823,0.043022815,0.054345027,0.012769473,0.029984422,0.032377996,0.0495458,0.033536565,0.035531156,0.05805339,0.020117918
2022-03-15,0.007726039,0.019323658,0.023462342,0.051547352,0.042982526,0.06498676,0.02769816,0.018983768,0.047549292,0.02325109,0.031243507,0.030039927,0.02138316,0.025995737,0.01709146,0.0116185155,0.034245864,0.061687473,0.015431015,0.027244493,0.024732511,0.044504028,0.060734667,0.015687969,0.029835792,0.028758975,0.04852533,0.029919846,0.028118907,0.06666667,0.01902318
2022-03-16,0.010293572,0.021046996,0.025375418,0.051030394,0.047724474,0.03866552,0.0325435,0.02118825,0.046476696,0.026850825,0.025836019,0.027101835,0.027693791,0.029853716,0.015048384,0.010635865,0.020039469,0.06666667,0.020411188,0.029235117,0.024540178,0.045684125,0.06666667,0.021660442,0.03653953,0.025214981,0.04279149,0.03167026,0.023363275,0.06666667,0.02148469
2022-03-17,0.011421209,0.019575179,0.025783582,0.04770444,0.049544062,0.031764805,0.037808735,0.022010881,0.045744456,0.032136127,0.022784822,0.026352905,0.026120145,0.02914605,0.015901288,0.009936067,0.015517958,0.06666667,0.022695035,0.026950823,0.02542818,0.0442763,0.06564916,0.02887996,0.042457584,0.023284402,0.039588682,0.03440187,0.023592718,0.06543537,0.021440528
2022-03-18,0.010402058,0.01578616,0.02540439,0.050113045,0.050901767,0.037831258,0.039569356,0.021052293,0.04822314,0.035571616,0.021460572,0.022896597,0.022505682,0.028356481,0.017184004,0.009721209,0.013284183,0.06666667,0.020656353,0.025591241,0.028305227,0.04502625,0.05946004,0.030759824,0.049240958,0.021104427,0.041246984,0.03654617,0.024353148,0.062121943,0.018656945
2022-03-21,0.009404261,0.012144296,0.030756485,0.042698886,0.058528755,0.04105076,0.04159724,0.025162918,0.0474914,0.036382686,0.017449033,0.02050724,0.02301917,0.02935249,0.018956432,0.011335969,0.011159231,0.06666667,0.022745239,0.027427757,0.02884101,0.04260604,0.05328832,0.03897759,0.05653909,0.019829165,0.041884426,0.030516734,0.025246697,0.052014638,0.01641938
2022-03-22,0.007594212,0.0122992275,0.02835087,0.051508166,0.06206981,0.049321473,0.041084662,0.021216169,0.043537457,0.029777696,0.021223424,0.019879606,0.020345958,0.025346655,0.021915626,0.0132428855,0.0128203435,0.06634514,0.018618759,0.024868459,0.026837481,0.042053122,0.052929904,0.03123926,0.05585876,0.022455193,0.052101836,0.032291055,0.027246367,0.05001163,0.015608788
2022-03-23,0.009874964,0.013008111,0.032858323,0.049267106,0.06176718,0.044389997,0.04457319,0.023602953,0.036650706,0.02374365,0.022982499,0.021843713,0.01680568,0.026503403,0.025592355,0.014260914,0.015762478,0.057477944,0.021076076,0.023089798,0.023185274,0.04157852,0.05463376,0.032829244,0.06081193,0.02342895,0.056476608,0.03206815,0.028820371,0.043677412,0.017358743
2022-03-24,0.008488796,0.012127081,0.028968232,0.061651986,0.05514201,0.049198896,0.040989403,0.020407148,0.029244006,0.018046113,0.030782169,0.027072296,0.013545139,0.025135424,0.024869863,0.020513635,0.019615648,0.04890546,0.01747956,0.019992879,0.021309031,0.042820577,0.058692344,0.029033063,0.054038115,0.03148397,0.06381715,0.03472255,0.03491173,0.041065555,0.01593017
2022-03-25,0.010246291,0.013854272,0.029704977,0.05531338,0.055857863,0.0398699,0.043850236,0.017850583,0.03203815,0.01762831,0.028770044,0.02934778,0.015628964,0.025235185,0.023100525,0.019449644,0.018956587,0.047133178,0.018166346,0.021973478,0.021704799,0.053613476,0.061129145,0.0318966,0.052451,0.029365974,0.05747033,0.039945614,0.034189332,0.03655493,0.017703116
2022-03-28,0.010672832,0.013643931,0.028990468,0.0659068,0.05246935,0.045493454,0.04221579,0.016411152,0.030008404,0.015510432,0.035945233,0.027053693,0.012343421,0.024144396,0.023931906,0.020283546,0.02373458,0.03991125,0.01726523,0.019774012,0.021504225,0.054485492,0.063664824,0.026393127,0.05283532,0.031492654,0.06052203,0.040802494,0.032734312,0.032422893,0.01743274
2022-03-29,0.011564917,0.012699526,0.031303123,0.0640973,0.053488042,0.034854386,0.047024466,0.017490882,0.027490698,0.014022577,0.033779487,0.027872162,0.013643578,0.026308356,0.021034896,0.019651914,0.018674763,0.04429755,0.01994217,0.021055778,0.020067887,0.061589576,0.06666667,0.031795267,0.05521283,0.031211443,0.05585982,0.0358556,0.031461652,0.031263173,0.018719515
2022-03-30,0.012962524,0.012974832,0.03022888,0.06335948,0.052131042,0.031613663,0.050644048,0.017055059,0.02739689,0.015705291,0.031097135,0.024458991,0.018012146,0.029187817,0.020913506,0.018509844,0.014668837,0.043311518,0.02268365,0.023170674,0.02406685,0.06666667,0.06666667,0.03467651,0.0581257,0.028700141,0.047151316,0.036087472,0.029728344,0.0277056,0.020338908
2022-03-31,0.011843668,0.015202111,0.029920064,0.06666667,0.05772315,0.032911412,0.048684668,0.016044302,0.03164077,0.017277906,0.036610976,0.022362974,0.01710105,0.025723388,0.021331502,0.01631546,0.016999407,0.041729666,0.023061361,0.02171695,0.02135684,0.062287364,0.06666667,0.02628059,0.05452846,0.031155264,0.052271474,0.037192207,0.027243422,0.029605826,0.02054444
2022-04-01,0.0096451035,0.017335553,0.029844152,0.06666667,0.052876804,0.034495164,0.043325678,0.015919423,0.02928062,0.015050254,0.04432937,0.0232028,0.020265209,0.025040086,0.019557117,0.019492533,0.016085839,0.040410284,0.023571609,0.023787867,0.02564115,0.06519993,0.06666667,0.02606204,0.0490957,0.0375803,0.050125495,0.034159128,0.025044685,0.032283965,0.017958816
2022-04-04,0.011996247,0.021544343,0.029474963,0.06666667,0.04906345,0.035358682,0.042485233,0.014671502,0.029074367,0.016169801,0.053835187,0.021583097,0.01989023,0.02411567,0.022249173,0.018380428,0.02134264,0.033138424,0.024759049,0.022740543,0.024815328,0.0606924,0.06666667,0.019461488,0.045798775,0.03748067,0.051310044,0.040259153,0.023307785,0.03116686,0.020501126
2022-04-05,0.013971194,0.025422202,0.029562023,0.06666667,0.05119088,0.04005434,0.04023565,0.01305742,0.030686386,0.017772617,0.046422552,0.019812938,0.019034278,0.02122103,0.023576036,0.017311426,0.024909884,0.027021129,0.021969792,0.023541972,0.026669256,0.06451408,0.06666667,0.017854,0.04236439,0.032504372,0.05101863,0.051531184,0.023362596,0.028226288,0.02184812
2022-04-06,0.012283772,0.027669983,0.02733909,0.06666667,0.042690106,0.043124683,0.034065317,0.012871862,0.03180721,0.016974147,0.06666667,0.020897223,0.01505043,0.020917622,0.022885028,0.01769951,0.032736693,0.025983334,0.022574008,0.020778354,0.025212603,0.05503497,0.06666667,0.014628995,0.037354216,0.03934574,0.053893454,0.05111431,0.02316206,0.032451127,0.01945415
2022-04-07,0.01506851,0.029610058,0.027153086,0.06666667,0.04269373,0.042588092,0.030342164,0.013828435,0.033162594,0.018487463,0.06666667,0.023081519,0.010473771,0.020172184,0.020170186,0.013870304,0.04256412,0.028958427,0.023437936,0.019479768,0.022722771,0.050753523,0.06666667,0.012814326,0.031072387,0.037258215,0.0551138,0.053586517,0.024104072,0.03714402,0.02028803
2022-04-08,0.016131444,0.022418384,0.026081003,0.06666667,0.043992314,0.044573523,0.028636433,0.014750686,0.035174254,0.021041704,0.064907014,0.024050547,0.008604752,0.02264594,0.017487325,0.0120154545,0.053932764,0.03477182,0.024023175,0.019250115,0.019948406,0.04690468,0.06666667,0.013407094,0.030208422,0.034768827,0.049633898,0.05446124,0.027210701,0.032673135,0.022961607
2022-04-11,0.017150965,0.022043645,0.02699875,0.06666667,0.037153147,0.04760193,0.027264679,0.017039789,0.036349677,0.021640334,0.06666667,0.024610257,0.009243367,0.026051333,0.019128371,0.012236436,0.057201277,0.03800415,0.027345797,0.017327618,0.01934275,0.039162744,0.06666667,0.012333168,0.032058083,0.03312332,0.04899849,0.047501788,0.02412934,0.03639892,0.022559876
2022-04-12,0.020139541,0.033895507,0.027678331,0.06666667,0.02676047,0.032294117,0.024373814,0.019284062,0.032502856,0.018548833,0.06666667,0.03249787,0.013911508,0.02850477,0.018283116,0.01766023,0.04550131,0.042044558,0.03463797,0.016437324,0.021292359,0.03584771,0.06666667,0.012972261,0.027604815,0.043518715,0.04480875,0.039861973,0.01978785,0.047836445,0.021512935
2022-04-13,0.019025905,0.032415453,0.029998712,0.066029616,0.026474304,0.035179902,0.022651717,0.021584848,0.036825005,0.018817563,0.06666667,0.030689707,0.02069484,0.03204857,0.019308379,0.022441613,0.04776754,0.03747327,0.040500596,0.018671408,0.022387797,0.030644882,0.06666667,0.013756916,0.027303219,0.043874353,0.039446633,0.030291768,0.017834963,0.03927777,0.023249408
2022-04-14,0.018909771,0.024807373,0.034156535,0.057256736,0.031741258,0.03977515,0.024949826,0.023604672,0.04148819,0.02360487,0.06422445,0.025096318,0.027497446,0.034589447,0.020372879,0.024605425,0.043773822,0.037009217,0.044268873,0.021952692,0.02326194,0.028176984,0.06666667,0.016167948,0.031102391,0.038359903,0.034653023,0.026263632,0.017316986,0.028570663,0.025774907
